site,depth_m,date_time,date,day_t,temp_C,I_lux,I_ppfd
Oakhampton,2,26/03/2021 07:48:00,26/03/2021,85,15.82747078,650.8800049,12.04128009
Oakhampton,2,26/03/2021 08:48:00,26/03/2021,85,14.36885738,2731.52002,50.53312036
Oakhampton,2,26/03/2021 09:48:00,26/03/2021,85,17.71508789,5898.240234,109.1174443
Oakhampton,2,26/03/2021 10:48:00,26/03/2021,85,17.97249031,19532.80078,361.3568145
Oakhampton,2,26/03/2021 11:48:00,26/03/2021,85,18.3156929,38625.28125,714.5677031
Oakhampton,2,26/03/2021 12:48:00,26/03/2021,85,18.61599541,41635.83984,770.2630371
Oakhampton,2,26/03/2021 13:48:00,26/03/2021,85,18.35859299,10664.95996,197.3017593
Oakhampton,2,26/03/2021 14:48:00,26/03/2021,85,18.70179749,33003.51953,610.5651113
Oakhampton,2,26/03/2021 15:48:00,26/03/2021,85,18.44439507,15365.12012,284.2547222
Oakhampton,2,26/03/2021 16:48:00,26/03/2021,85,18.3156929,5760,106.56
Oakhampton,2,26/03/2021 17:48:00,26/03/2021,85,18.18699265,5169.919922,95.64351855
Oakhampton,2,26/03/2021 18:48:00,26/03/2021,85,17.97249031,1076.47998,19.91487964
Oakhampton,2,26/03/2021 19:48:00,26/03/2021,85,17.88669014,0,0
Oakhampton,2,26/03/2021 20:48:00,26/03/2021,85,17.80088806,0,0
Oakhampton,2,26/03/2021 21:48:00,26/03/2021,85,17.80088806,0,0
Oakhampton,2,26/03/2021 22:48:00,26/03/2021,85,17.75798798,0,0
Oakhampton,2,26/03/2021 23:48:00,26/03/2021,85,17.75798798,0,0
Oakhampton,2,27/03/2021 00:48:00,27/03/2021,86,17.71508789,0,0
Oakhampton,2,27/03/2021 01:48:00,27/03/2021,86,17.75798798,0,0
Oakhampton,2,27/03/2021 02:48:00,27/03/2021,86,17.75798798,0,0
Oakhampton,2,27/03/2021 03:48:00,27/03/2021,86,17.67218781,0,0
Oakhampton,2,27/03/2021 04:48:00,27/03/2021,86,17.62928772,0,0
Oakhampton,2,27/03/2021 05:48:00,27/03/2021,86,17.58638763,0,0
Oakhampton,2,27/03/2021 06:48:00,27/03/2021,86,17.54348564,0.639999986,0.01184
Oakhampton,2,27/03/2021 07:48:00,27/03/2021,86,17.58638763,111,2.0535
Oakhampton,2,27/03/2021 08:48:00,27/03/2021,86,17.54348564,1650.560059,30.53536108
Oakhampton,2,27/03/2021 09:48:00,27/03/2021,86,17.80088806,9858.55957,182.3833521
Oakhampton,2,27/03/2021 10:48:00,27/03/2021,86,17.88669014,14402.55957,266.4473521
Oakhampton,2,27/03/2021 11:48:00,27/03/2021,86,17.75798798,8171.52002,151.1731204
Oakhampton,2,27/03/2021 12:48:00,27/03/2021,86,18.10119057,20096,371.776
Oakhampton,2,27/03/2021 13:48:00,27/03/2021,86,18.3156929,26818.56055,496.1433701
Oakhampton,2,27/03/2021 14:48:00,27/03/2021,86,18.70179749,32235.51953,596.3571113
Oakhampton,2,27/03/2021 15:48:00,27/03/2021,86,18.05829048,7226.879883,133.6972778
Oakhampton,2,27/03/2021 16:48:00,27/03/2021,86,18.0153904,7925.759766,146.6265557
Oakhampton,2,27/03/2021 17:48:00,27/03/2021,86,18.10119057,8865.280273,164.0076851
Oakhampton,2,27/03/2021 18:48:00,27/03/2021,86,17.88669014,1303.680054,24.11808099
Oakhampton,2,27/03/2021 19:48:00,27/03/2021,86,17.80088806,0,0
Oakhampton,2,27/03/2021 20:48:00,27/03/2021,86,17.75798798,0,0
Oakhampton,2,27/03/2021 21:48:00,27/03/2021,86,17.75798798,0,0
Oakhampton,2,27/03/2021 22:48:00,27/03/2021,86,17.62928772,0,0
Oakhampton,2,27/03/2021 23:48:00,27/03/2021,86,17.50058556,0,0
Oakhampton,2,28/03/2021 00:48:00,28/03/2021,87,17.41478539,0,0
Oakhampton,2,28/03/2021 01:48:00,28/03/2021,87,17.50058556,0,0
Oakhampton,2,28/03/2021 02:48:00,28/03/2021,87,17.50058556,0,0
Oakhampton,2,28/03/2021 03:48:00,28/03/2021,87,17.50058556,0,0
Oakhampton,2,28/03/2021 04:48:00,28/03/2021,87,17.45768547,0,0
Oakhampton,2,28/03/2021 05:48:00,28/03/2021,87,17.32898521,0,0
Oakhampton,2,28/03/2021 06:48:00,28/03/2021,87,17.3718853,0,0
Oakhampton,2,28/03/2021 07:48:00,28/03/2021,87,17.3718853,1038.719971,19.21631946
Oakhampton,2,28/03/2021 08:48:00,28/03/2021,87,17.41478539,4696.319824,86.88191675
Oakhampton,2,28/03/2021 09:48:00,28/03/2021,87,17.58638763,9640.959961,178.3577593
Oakhampton,2,28/03/2021 10:48:00,28/03/2021,87,17.62928772,9249.280273,171.1116851
Oakhampton,2,28/03/2021 11:48:00,28/03/2021,87,17.80088806,8975.360352,166.0441665
Oakhampton,2,28/03/2021 12:48:00,28/03/2021,87,18.3156929,33884.16016,626.8569629
Oakhampton,2,28/03/2021 13:48:00,28/03/2021,87,18.6588974,32552.96094,602.2297773
Oakhampton,2,28/03/2021 14:48:00,28/03/2021,87,18.05829048,16194.55957,299.5993521
Oakhampton,2,28/03/2021 15:48:00,28/03/2021,87,17.75798798,5406.720215,100.024324
Oakhampton,2,28/03/2021 16:48:00,28/03/2021,87,17.88669014,12369.91992,228.8435186
Oakhampton,2,28/03/2021 17:48:00,28/03/2021,87,17.75798798,4788.47998,88.58687964
Oakhampton,2,28/03/2021 18:48:00,28/03/2021,87,17.62928772,448.6400146,8.299840271
Oakhampton,2,28/03/2021 19:48:00,28/03/2021,87,17.62928772,0,0
Oakhampton,2,28/03/2021 20:48:00,28/03/2021,87,17.58638763,0,0
Oakhampton,2,28/03/2021 21:48:00,28/03/2021,87,17.58638763,0,0
Oakhampton,2,28/03/2021 22:48:00,28/03/2021,87,17.54348564,0,0
Oakhampton,2,28/03/2021 23:48:00,28/03/2021,87,17.50058556,0,0
Oakhampton,2,29/03/2021 00:48:00,29/03/2021,88,17.45768547,0,0
Oakhampton,2,29/03/2021 01:48:00,29/03/2021,88,17.45768547,0,0
Oakhampton,2,29/03/2021 02:48:00,29/03/2021,88,17.45768547,0,0
Oakhampton,2,29/03/2021 03:48:00,29/03/2021,88,17.41478539,0,0
Oakhampton,2,29/03/2021 04:48:00,29/03/2021,88,17.3718853,0,0
Oakhampton,2,29/03/2021 05:48:00,29/03/2021,88,17.32898521,0,0
Oakhampton,2,29/03/2021 06:48:00,29/03/2021,88,17.3718853,0,0
Oakhampton,2,29/03/2021 07:48:00,29/03/2021,88,17.32898521,1433.599976,26.52159955
Oakhampton,2,29/03/2021 08:48:00,29/03/2021,88,17.41478539,3668.47998,67.86687964
Oakhampton,2,29/03/2021 09:48:00,29/03/2021,88,17.50058556,7124.47998,131.8028796
Oakhampton,2,29/03/2021 10:48:00,29/03/2021,88,17.80088806,18600.96094,344.1177773
Oakhampton,2,29/03/2021 11:48:00,29/03/2021,88,18.10119057,19287.03906,356.8102227
Oakhampton,2,29/03/2021 12:48:00,29/03/2021,88,17.71508789,12999.67969,240.4940742
Oakhampton,2,29/03/2021 13:48:00,29/03/2021,88,17.84378815,22374.40039,413.9264072
Oakhampton,2,29/03/2021 14:48:00,29/03/2021,88,18.27279282,30443.51953,563.2051113
Oakhampton,2,29/03/2021 15:48:00,29/03/2021,88,18.10119057,15447.04004,285.7702407
Oakhampton,2,29/03/2021 16:48:00,29/03/2021,88,17.75798798,8040.959961,148.7577593
Oakhampton,2,29/03/2021 17:48:00,29/03/2021,88,17.50058556,4000,74
Oakhampton,2,29/03/2021 18:48:00,29/03/2021,88,17.45768547,571.6799927,10.57607986
Oakhampton,2,29/03/2021 19:48:00,29/03/2021,88,17.3718853,0,0
Oakhampton,2,29/03/2021 20:48:00,29/03/2021,88,17.3718853,0,0
Oakhampton,2,29/03/2021 21:48:00,29/03/2021,88,17.32898521,0,0
Oakhampton,2,29/03/2021 22:48:00,29/03/2021,88,17.28608322,0,0
Oakhampton,2,29/03/2021 23:48:00,29/03/2021,88,17.24318314,0,0
Oakhampton,2,30/03/2021 00:48:00,30/03/2021,89,17.15738297,0,0
Oakhampton,2,30/03/2021 01:48:00,30/03/2021,89,17.11448288,0,0
Oakhampton,2,30/03/2021 02:48:00,30/03/2021,89,17.11448288,0,0
Oakhampton,2,30/03/2021 03:48:00,30/03/2021,89,17.15738297,0,0
Oakhampton,2,30/03/2021 04:48:00,30/03/2021,89,17.15738297,0,0
Oakhampton,2,30/03/2021 05:48:00,30/03/2021,89,17.15738297,0,0
Oakhampton,2,30/03/2021 06:48:00,30/03/2021,89,17.07158279,0,0
Oakhampton,2,30/03/2021 07:48:00,30/03/2021,89,17.15738297,1062.719971,19.66031946
Oakhampton,2,30/03/2021 08:48:00,30/03/2021,89,17.24318314,6008.319824,111.1539167
Oakhampton,2,30/03/2021 09:48:00,30/03/2021,89,17.3718853,8089.600098,149.6576018
Oakhampton,2,30/03/2021 10:48:00,30/03/2021,89,17.58638763,16040.95996,296.7577593
Oakhampton,2,30/03/2021 11:48:00,30/03/2021,89,18.10119057,45506.55859,841.871334
Oakhampton,2,30/03/2021 12:48:00,30/03/2021,89,18.3156929,34764.80078,643.1488145
Oakhampton,2,30/03/2021 13:48:00,30/03/2021,89,18.3156929,35717.12109,660.7667402
Oakhampton,2,30/03/2021 14:48:00,30/03/2021,89,18.57309532,28057.59961,519.0655928
Oakhampton,2,30/03/2021 15:48:00,30/03/2021,89,18.40149498,32675.83984,604.5030371
Oakhampton,2,30/03/2021 16:48:00,30/03/2021,89,18.14409256,17710.08008,327.6364814
Oakhampton,2,30/03/2021 17:48:00,30/03/2021,89,17.54348564,4089.600098,75.65760181
Oakhampton,2,30/03/2021 18:48:00,30/03/2021,89,17.41478539,740.4799805,13.69887964
Oakhampton,2,30/03/2021 19:48:00,30/03/2021,89,17.32898521,0,0
Oakhampton,2,30/03/2021 20:48:00,30/03/2021,89,17.28608322,0,0
Oakhampton,2,30/03/2021 21:48:00,30/03/2021,89,17.20028305,0,0
Oakhampton,2,30/03/2021 22:48:00,30/03/2021,89,17.20028305,0,0
Oakhampton,2,30/03/2021 23:48:00,30/03/2021,89,17.15738297,0,0
Oakhampton,2,31/03/2021 00:48:00,31/03/2021,90,17.15738297,0,0
Oakhampton,2,31/03/2021 01:48:00,31/03/2021,90,17.15738297,0,0
Oakhampton,2,31/03/2021 02:48:00,31/03/2021,90,17.11448288,0,0
Oakhampton,2,31/03/2021 03:48:00,31/03/2021,90,17.11448288,0,0
Oakhampton,2,31/03/2021 04:48:00,31/03/2021,90,17.20028305,0,0
Oakhampton,2,31/03/2021 05:48:00,31/03/2021,90,17.20028305,0,0
Oakhampton,2,31/03/2021 06:48:00,31/03/2021,90,17.28608322,0,0
Oakhampton,2,31/03/2021 07:48:00,31/03/2021,90,17.24318314,1430.400024,26.46240045
Oakhampton,2,31/03/2021 08:48:00,31/03/2021,90,17.3718853,3482.879883,64.43327783
Oakhampton,2,31/03/2021 09:48:00,31/03/2021,90,17.50058556,7329.279785,135.591676
Oakhampton,2,31/03/2021 10:48:00,31/03/2021,90,17.84378815,18263.03906,337.8662227
Oakhampton,2,31/03/2021 11:48:00,31/03/2021,90,17.88669014,18211.83984,336.9190371
Oakhampton,2,31/03/2021 12:48:00,31/03/2021,90,18.53019524,41236.48047,762.8748887
Oakhampton,2,31/03/2021 13:48:00,31/03/2021,90,18.53019524,34580.48047,639.7388887
Oakhampton,2,31/03/2021 14:48:00,31/03/2021,90,18.05829048,14960.63965,276.7718335
Oakhampton,2,31/03/2021 15:48:00,31/03/2021,90,18.48729515,27555.83984,509.7830371
Oakhampton,2,31/03/2021 16:48:00,31/03/2021,90,17.92959023,5752.319824,106.4179167
Oakhampton,2,31/03/2021 17:48:00,31/03/2021,90,17.75798798,2494.080078,46.14048145
Oakhampton,2,31/03/2021 18:48:00,31/03/2021,90,17.62928772,264.3999939,4.891399887
Oakhampton,2,31/03/2021 19:48:00,31/03/2021,90,17.54348564,0,0
Oakhampton,2,31/03/2021 20:48:00,31/03/2021,90,17.58638763,0,0
Oakhampton,2,31/03/2021 21:48:00,31/03/2021,90,17.54348564,0,0
Oakhampton,2,31/03/2021 22:48:00,31/03/2021,90,17.45768547,0,0
Oakhampton,2,31/03/2021 23:48:00,31/03/2021,90,17.45768547,0,0
Oakhampton,2,1/04/2021 00:48:00,1/04/2021,91,17.45768547,0,0
Oakhampton,2,1/04/2021 01:48:00,1/04/2021,91,17.50058556,0,0
Oakhampton,2,1/04/2021 02:48:00,1/04/2021,91,17.41478539,0,0
Oakhampton,2,1/04/2021 03:48:00,1/04/2021,91,17.41478539,0,0
Oakhampton,2,1/04/2021 04:48:00,1/04/2021,91,17.32898521,0,0
Oakhampton,2,1/04/2021 05:48:00,1/04/2021,91,17.32898521,0,0
Oakhampton,2,1/04/2021 06:48:00,1/04/2021,91,17.32898521,0,0
Oakhampton,2,1/04/2021 07:48:00,1/04/2021,91,17.3718853,1194.560059,22.09936108
Oakhampton,2,1/04/2021 08:48:00,1/04/2021,91,17.41478539,4716.799805,87.26079639
Oakhampton,2,1/04/2021 09:48:00,1/04/2021,91,17.62928772,10278.40039,190.1504072
Oakhampton,2,1/04/2021 10:48:00,1/04/2021,91,18.10119057,22947.83984,424.5350371
Oakhampton,2,1/04/2021 11:48:00,1/04/2021,91,18.18699265,34764.80078,643.1488145
Oakhampton,2,1/04/2021 12:48:00,1/04/2021,91,17.80088806,10726.40039,198.4384072
Oakhampton,2,1/04/2021 13:48:00,1/04/2021,91,17.97249031,16209.91992,299.8835186
Oakhampton,2,1/04/2021 14:48:00,1/04/2021,91,18.05829048,20382.7207,377.080333
Oakhampton,2,1/04/2021 15:48:00,1/04/2021,91,17.88669014,12298.24023,227.5174443
Oakhampton,2,1/04/2021 16:48:00,1/04/2021,91,17.84378815,8015.359863,148.2841575
Oakhampton,2,1/04/2021 17:48:00,1/04/2021,91,17.80088806,5998.080078,110.9644814
Oakhampton,2,1/04/2021 18:48:00,1/04/2021,91,17.67218781,637.2800293,11.78968054
Oakhampton,2,1/04/2021 19:48:00,1/04/2021,91,17.58638763,0,0
Oakhampton,2,1/04/2021 20:48:00,1/04/2021,91,17.58638763,0,0
Oakhampton,2,1/04/2021 21:48:00,1/04/2021,91,17.54348564,0,0
Oakhampton,2,1/04/2021 22:48:00,1/04/2021,91,17.54348564,0,0
Oakhampton,2,1/04/2021 23:48:00,1/04/2021,91,17.54348564,0,0
Oakhampton,2,2/04/2021 00:48:00,2/04/2021,92,17.50058556,0,0
Oakhampton,2,2/04/2021 01:48:00,2/04/2021,92,17.50058556,0,0
Oakhampton,2,2/04/2021 02:48:00,2/04/2021,92,17.50058556,0,0
Oakhampton,2,2/04/2021 03:48:00,2/04/2021,92,17.45768547,0,0
Oakhampton,2,2/04/2021 04:48:00,2/04/2021,92,17.45768547,0,0
Oakhampton,2,2/04/2021 05:48:00,2/04/2021,92,17.50058556,0,0
Oakhampton,2,2/04/2021 06:48:00,2/04/2021,92,17.41478539,0,0
Oakhampton,2,2/04/2021 07:48:00,2/04/2021,92,17.41478539,427.2000122,7.903200226
Oakhampton,2,2/04/2021 08:48:00,2/04/2021,92,17.45768547,1848.319946,34.19391901
Oakhampton,2,2/04/2021 09:48:00,2/04/2021,92,17.54348564,7040,130.24
Oakhampton,2,2/04/2021 10:48:00,2/04/2021,92,17.67218781,13281.28027,245.7036851
Oakhampton,2,2/04/2021 11:48:00,2/04/2021,92,17.75798798,13532.16016,250.3449629
Oakhampton,2,2/04/2021 12:48:00,2/04/2021,92,18.18699265,43376.64063,802.4678516
Oakhampton,2,2/04/2021 13:48:00,2/04/2021,92,18.48729515,56197.12109,1039.64674
Oakhampton,2,2/04/2021 14:48:00,2/04/2021,92,18.35859299,29757.43945,550.5126299
Oakhampton,2,2/04/2021 15:48:00,2/04/2021,92,18.27279282,32645.11914,603.9347041
Oakhampton,2,2/04/2021 16:48:00,2/04/2021,92,17.88669014,8535.040039,157.8982407
Oakhampton,2,2/04/2021 17:48:00,2/04/2021,92,17.71508789,4826.879883,89.29727783
Oakhampton,2,2/04/2021 18:48:00,2/04/2021,92,17.58638763,747.2000122,13.82320023
Oakhampton,2,2/04/2021 19:48:00,2/04/2021,92,17.54348564,0,0
Oakhampton,2,2/04/2021 20:48:00,2/04/2021,92,17.50058556,0,0
Oakhampton,2,2/04/2021 21:48:00,2/04/2021,92,17.54348564,0,0
Oakhampton,2,2/04/2021 22:48:00,2/04/2021,92,17.50058556,0,0
Oakhampton,2,2/04/2021 23:48:00,2/04/2021,92,17.50058556,0,0
Oakhampton,2,3/04/2021 00:48:00,3/04/2021,93,17.45768547,0,0
Oakhampton,2,3/04/2021 01:48:00,3/04/2021,93,17.45768547,0,0
Oakhampton,2,3/04/2021 02:48:00,3/04/2021,93,17.50058556,0,0
Oakhampton,2,3/04/2021 03:48:00,3/04/2021,93,17.50058556,0,0
Oakhampton,2,3/04/2021 04:48:00,3/04/2021,93,17.3718853,0,0
Oakhampton,2,3/04/2021 05:48:00,3/04/2021,93,17.41478539,0,0
Oakhampton,2,3/04/2021 06:48:00,3/04/2021,93,17.45768547,0,0
Oakhampton,2,3/04/2021 07:48:00,3/04/2021,93,17.45768547,1436.160034,26.56896063
Oakhampton,2,3/04/2021 08:48:00,3/04/2021,93,17.50058556,4634.879883,85.74527783
Oakhampton,2,3/04/2021 09:48:00,3/04/2021,93,17.58638763,7150.080078,132.2764814
Oakhampton,2,3/04/2021 10:48:00,3/04/2021,93,17.88669014,19829.75977,366.8505557
Oakhampton,2,3/04/2021 11:48:00,3/04/2021,93,18.18699265,48680.96094,900.5977773
Oakhampton,2,3/04/2021 12:48:00,3/04/2021,93,18.35859299,23162.88086,428.5132959
Oakhampton,2,3/04/2021 13:48:00,3/04/2021,93,18.40149498,39188.48047,724.9868887
Oakhampton,2,3/04/2021 14:48:00,3/04/2021,93,18.35859299,25856,478.336
Oakhampton,2,3/04/2021 15:48:00,3/04/2021,93,18.27279282,22087.67969,408.6220742
Oakhampton,2,3/04/2021 16:48:00,3/04/2021,93,18.05829048,19123.19922,353.7791855
Oakhampton,2,3/04/2021 17:48:00,3/04/2021,93,17.75798798,7296,134.976
Oakhampton,2,3/04/2021 18:48:00,3/04/2021,93,17.50058556,570.7199707,10.55831946
Oakhampton,2,3/04/2021 19:48:00,3/04/2021,93,17.50058556,0,0
Oakhampton,2,3/04/2021 20:48:00,3/04/2021,93,17.45768547,0,0
Oakhampton,2,3/04/2021 21:48:00,3/04/2021,93,17.45768547,0,0
Oakhampton,2,3/04/2021 22:48:00,3/04/2021,93,17.45768547,0,0
Oakhampton,2,3/04/2021 23:48:00,3/04/2021,93,17.45768547,0,0
Oakhampton,2,4/04/2021 00:48:00,4/04/2021,94,17.45768547,0,0
Oakhampton,2,4/04/2021 01:48:00,4/04/2021,94,17.41478539,0,0
Oakhampton,2,4/04/2021 02:48:00,4/04/2021,94,17.45768547,0,0
Oakhampton,2,4/04/2021 02:48:00,4/04/2021,94,17.50058556,0,0
Oakhampton,2,4/04/2021 03:48:00,4/04/2021,94,17.45768547,0,0
Oakhampton,2,4/04/2021 04:48:00,4/04/2021,94,17.45768547,0,0
Oakhampton,2,4/04/2021 05:48:00,4/04/2021,94,17.41478539,0,0
Oakhampton,2,4/04/2021 06:48:00,4/04/2021,94,17.3718853,1215.359985,22.48415973
Oakhampton,2,4/04/2021 07:48:00,4/04/2021,94,17.50058556,3356.159912,62.08895837
Oakhampton,2,4/04/2021 08:48:00,4/04/2021,94,17.54348564,8555.519531,158.2771113
Oakhampton,2,4/04/2021 09:48:00,4/04/2021,94,17.88669014,15953.91992,295.1475186
Oakhampton,2,4/04/2021 10:48:00,4/04/2021,94,18.14409256,22937.59961,424.3455928
Oakhampton,2,4/04/2021 11:48:00,4/04/2021,94,18.3156929,24524.80078,453.7088145
Oakhampton,2,4/04/2021 12:48:00,4/04/2021,94,18.22989273,25671.67969,474.9260742
Oakhampton,2,4/04/2021 13:48:00,4/04/2021,94,18.18699265,38707.19922,716.0831855
Oakhampton,2,4/04/2021 14:48:00,4/04/2021,94,18.22989273,22077.43945,408.4326299
Oakhampton,2,4/04/2021 15:48:00,4/04/2021,94,17.75798798,6359.040039,117.6422407
Oakhampton,2,4/04/2021 16:48:00,4/04/2021,94,17.67218781,6735.359863,124.6041575
Oakhampton,2,4/04/2021 17:48:00,4/04/2021,94,17.45768547,515.5200195,9.537120361
Oakhampton,2,4/04/2021 18:48:00,4/04/2021,94,17.41478539,0,0
Oakhampton,2,4/04/2021 19:48:00,4/04/2021,94,17.45768547,0,0
Oakhampton,2,4/04/2021 20:48:00,4/04/2021,94,17.41478539,0,0
Oakhampton,2,4/04/2021 21:48:00,4/04/2021,94,17.41478539,0,0
Oakhampton,2,4/04/2021 22:48:00,4/04/2021,94,17.3718853,0,0
Oakhampton,2,4/04/2021 23:48:00,4/04/2021,94,17.3718853,0,0
Oakhampton,2,5/04/2021 00:48:00,5/04/2021,95,17.41478539,0,0
Oakhampton,2,5/04/2021 01:48:00,5/04/2021,95,17.3718853,0,0
Oakhampton,2,5/04/2021 02:48:00,5/04/2021,95,17.3718853,0,0
Oakhampton,2,5/04/2021 03:48:00,5/04/2021,95,17.3718853,0,0
Oakhampton,2,5/04/2021 04:48:00,5/04/2021,95,17.3718853,0,0
Oakhampton,2,5/04/2021 05:48:00,5/04/2021,95,17.32898521,0,0
Oakhampton,2,5/04/2021 06:48:00,5/04/2021,95,17.32898521,1010.559998,18.69535995
Oakhampton,2,5/04/2021 07:48:00,5/04/2021,95,17.41478539,2809.600098,51.97760181
Oakhampton,2,5/04/2021 08:48:00,5/04/2021,95,17.50058556,4216.319824,78.00191675
Oakhampton,2,5/04/2021 09:48:00,5/04/2021,95,17.88669014,19153.91992,354.3475186
Oakhampton,2,5/04/2021 10:48:00,5/04/2021,95,18.14409256,33792,625.152
Oakhampton,2,5/04/2021 11:48:00,5/04/2021,95,18.44439507,30443.51953,563.2051113
Oakhampton,2,5/04/2021 12:48:00,5/04/2021,95,18.3156929,52367.35938,968.7961484
Oakhampton,2,5/04/2021 13:48:00,5/04/2021,95,18.44439507,31907.83984,590.2950371
Oakhampton,2,5/04/2021 14:48:00,5/04/2021,95,18.18699265,31457.2793,581.959667
Oakhampton,2,5/04/2021 15:48:00,5/04/2021,95,17.97249031,16675.83984,308.5030371
Oakhampton,2,5/04/2021 16:48:00,5/04/2021,95,17.62928772,4528.640137,83.77984253
Oakhampton,2,5/04/2021 17:48:00,5/04/2021,95,17.41478539,420.7999878,7.784799774
Oakhampton,2,5/04/2021 18:48:00,5/04/2021,95,17.50058556,0,0
Oakhampton,2,5/04/2021 19:48:00,5/04/2021,95,17.62928772,0,0
Oakhampton,2,5/04/2021 20:48:00,5/04/2021,95,17.62928772,0,0
Oakhampton,2,5/04/2021 21:48:00,5/04/2021,95,17.50058556,0,0
Oakhampton,2,5/04/2021 22:48:00,5/04/2021,95,17.41478539,0,0
Oakhampton,2,5/04/2021 23:48:00,5/04/2021,95,17.41478539,0,0
Oakhampton,2,6/04/2021 00:48:00,6/04/2021,96,17.3718853,0,0
Oakhampton,2,6/04/2021 01:48:00,6/04/2021,96,17.3718853,0,0
Oakhampton,2,6/04/2021 02:48:00,6/04/2021,96,17.3718853,0,0
Oakhampton,2,6/04/2021 03:48:00,6/04/2021,96,17.3718853,0,0
Oakhampton,2,6/04/2021 04:48:00,6/04/2021,96,17.32898521,0,0
Oakhampton,2,6/04/2021 05:48:00,6/04/2021,96,17.32898521,0,0
Oakhampton,2,6/04/2021 06:48:00,6/04/2021,96,17.3718853,943.6799927,17.45807986
Oakhampton,2,6/04/2021 07:48:00,6/04/2021,96,17.41478539,2832.639893,52.40383801
Oakhampton,2,6/04/2021 08:48:00,6/04/2021,96,17.45768547,4144.640137,76.67584253
Oakhampton,2,6/04/2021 09:48:00,6/04/2021,96,17.88669014,15160.32031,280.4659258
Oakhampton,2,6/04/2021 10:48:00,6/04/2021,96,18.18699265,31488,582.528
Oakhampton,2,6/04/2021 11:48:00,6/04/2021,96,18.3156929,27688.96094,512.2457773
Oakhampton,2,6/04/2021 12:48:00,6/04/2021,96,18.44439507,26183.67969,484.3980742
Oakhampton,2,6/04/2021 13:48:00,6/04/2021,96,18.44439507,20193.2793,373.575667
Oakhampton,2,6/04/2021 14:48:00,6/04/2021,96,18.3156929,20280.32031,375.1859258
Oakhampton,2,6/04/2021 15:48:00,6/04/2021,96,18.05829048,6896.640137,127.5878425
Oakhampton,2,6/04/2021 16:48:00,6/04/2021,96,17.75798798,5381.120117,99.55072217
Oakhampton,2,6/04/2021 17:48:00,6/04/2021,96,17.50058556,357.1199951,6.60671991
Oakhampton,2,6/04/2021 18:48:00,6/04/2021,96,17.50058556,0,0
Oakhampton,2,6/04/2021 19:48:00,6/04/2021,96,17.41478539,0,0
Oakhampton,2,6/04/2021 20:48:00,6/04/2021,96,17.45768547,0,0
Oakhampton,2,6/04/2021 21:48:00,6/04/2021,96,17.50058556,0,0
Oakhampton,2,6/04/2021 22:48:00,6/04/2021,96,17.45768547,0,0
Oakhampton,2,6/04/2021 23:48:00,6/04/2021,96,17.41478539,0,0
Oakhampton,2,7/04/2021 00:48:00,7/04/2021,97,17.41478539,0,0
Oakhampton,2,7/04/2021 01:48:00,7/04/2021,97,17.3718853,0,0
Oakhampton,2,7/04/2021 02:48:00,7/04/2021,97,17.3718853,0,0
Oakhampton,2,7/04/2021 03:48:00,7/04/2021,97,17.32898521,0,0
Oakhampton,2,7/04/2021 04:48:00,7/04/2021,97,17.28608322,0,0
Oakhampton,2,7/04/2021 05:48:00,7/04/2021,97,17.3718853,0,0
Oakhampton,2,7/04/2021 06:48:00,7/04/2021,97,17.32898521,786.5599976,14.55135995
Oakhampton,2,7/04/2021 07:48:00,7/04/2021,97,17.41478539,2658.560059,49.18336108
Oakhampton,2,7/04/2021 08:48:00,7/04/2021,97,17.54348564,3983.360107,73.69216199
Oakhampton,2,7/04/2021 09:48:00,7/04/2021,97,17.88669014,11520,213.12
Oakhampton,2,7/04/2021 10:48:00,7/04/2021,97,18.18699265,26982.40039,499.1744072
Oakhampton,2,7/04/2021 11:48:00,7/04/2021,97,18.3156929,55603.19922,1028.659186
Oakhampton,2,7/04/2021 12:48:00,7/04/2021,97,18.22989273,19363.83984,358.2310371
Oakhampton,2,7/04/2021 13:48:00,7/04/2021,97,18.53019524,16460.80078,304.5248145
Oakhampton,2,7/04/2021 14:48:00,7/04/2021,97,18.40149498,24739.83984,457.6870371
Oakhampton,2,7/04/2021 15:48:00,7/04/2021,97,18.27279282,10782.71973,199.4803149
Oakhampton,2,7/04/2021 16:48:00,7/04/2021,97,18.05829048,4692.47998,86.81087964
Oakhampton,2,7/04/2021 17:48:00,7/04/2021,97,17.80088806,275.519989,5.097119797
Oakhampton,2,7/04/2021 18:48:00,7/04/2021,97,17.75798798,0,0
Oakhampton,2,7/04/2021 19:48:00,7/04/2021,97,17.80088806,0,0
Oakhampton,2,7/04/2021 20:48:00,7/04/2021,97,17.71508789,0,0
Oakhampton,2,7/04/2021 21:48:00,7/04/2021,97,17.67218781,0,0
Oakhampton,2,7/04/2021 22:48:00,7/04/2021,97,17.62928772,0,0
Oakhampton,2,7/04/2021 23:48:00,7/04/2021,97,17.58638763,0,0
Oakhampton,2,8/04/2021 00:48:00,8/04/2021,98,17.54348564,0,0
Oakhampton,2,8/04/2021 01:48:00,8/04/2021,98,17.50058556,0,0
Oakhampton,2,8/04/2021 02:48:00,8/04/2021,98,17.50058556,0,0
Oakhampton,2,8/04/2021 03:48:00,8/04/2021,98,17.45768547,0,0
Oakhampton,2,8/04/2021 04:48:00,8/04/2021,98,17.45768547,0,0
